Length	12.5	37.5	62.5	87.5	112.5	137.5	162.5	187.5	212.5	237.5	262.5	287.5	312.5	337.5	362.5	387.5	412.5	437.5	462.5	487.5	512.5	537.5	562.5	587.5	612.5	637.5	662.5	687.5	712.5	737.5	762.5	787.5
1462.5	0	0.000398194850013273	0.000663658083355455	0.00119458455003982	0.000530926466684364	0.000265463233342182	0.000132731616671091	0	0.000265463233342182	0.000265463233342182	0.000132731616671091	0	0	0	0.000132731616671091	0	0.000265463233342182	0	0.000132731616671091	0	0.000398194850013273	0.000265463233342182	0	0.000265463233342182	0.000132731616671091	0.000398194850013273	0.000398194850013273	0.000663658083355455	0.001460047783382	0.000796389700026546	0.000398194850013273	0
1487.5	0.000132731616671091	0.000265463233342182	0.000929121316697637	0.000663658083355455	0.000398194850013273	0.000663658083355455	0	0	0.000132731616671091	0.000265463233342182	0.000265463233342182	0	0.000132731616671091	0	0	0.000265463233342182	0	0.000132731616671091	0.000132731616671091	0.000132731616671091	0.000132731616671091	0	0	0.000265463233342182	0	0.000265463233342182	0.00119458455003982	0.000265463233342182	0.00119458455003982	0.00132731616671091	0.000265463233342182	0
1512.5	0.000132731616671091	0.000530926466684364	0.000530926466684364	0.000132731616671091	0.000530926466684364	0	0.000398194850013273	0.000265463233342182	0.000265463233342182	0.000132731616671091	0	0.000132731616671091	0	0.000132731616671091	0	0.000265463233342182	0	0.000132731616671091	0.000265463233342182	0	0.000132731616671091	0.000132731616671091	0.000265463233342182	0.000132731616671091	0.000530926466684364	0.000265463233342182	0.00132731616671091	0.00106185293336873	0.000796389700026546	0.000398194850013273	0.000132731616671091	0
1537.5	0.000132731616671091	0.000132731616671091	0.000132731616671091	0.000265463233342182	0.000265463233342182	0.000398194850013273	0.000132731616671091	0.000132731616671091	0.000132731616671091	0	0.000132731616671091	0	0.000398194850013273	0.000132731616671091	0.000132731616671091	0	0.000265463233342182	0.000132731616671091	0	0.000132731616671091	0.000132731616671091	0.000398194850013273	0.000132731616671091	0	0.000265463233342182	0.000929121316697637	0.000796389700026546	0.000398194850013273	0.00132731616671091	0.000398194850013273	0.000530926466684364	0
1562.5	0.000132731616671091	0.000265463233342182	0.000398194850013273	0	0.000132731616671091	0.000398194850013273	0.000132731616671091	0.000265463233342182	0.000132731616671091	0.000398194850013273	0	0.000132731616671091	0	0	0.000132731616671091	0.000132731616671091	0.000265463233342182	0.000265463233342182	0	0.000132731616671091	0	0	0.000265463233342182	0.000398194850013273	0.000398194850013273	0.000929121316697637	0.000398194850013273	0.000663658083355455	0.000398194850013273	0.000132731616671091	0.000132731616671091	0
1587.5	0	0	0.000132731616671091	0.000530926466684364	0.000265463233342182	0.000398194850013273	0.000530926466684364	0.000398194850013273	0.000398194850013273	0.000132731616671091	0.000132731616671091	0.000398194850013273	0.000265463233342182	0	0.000265463233342182	0.000132731616671091	0	0.000132731616671091	0.000132731616671091	0.000132731616671091	0	0	0.000265463233342182	0.000265463233342182	0.000663658083355455	0.000398194850013273	0.00132731616671091	0.00106185293336873	0.000132731616671091	0.000132731616671091	0	0
1612.5	0	0.000132731616671091	0.000265463233342182	0.000398194850013273	0.000530926466684364	0.000530926466684364	0.000398194850013273	0.00106185293336873	0	0.000132731616671091	0.000265463233342182	0	0	0.000132731616671091	0	0.000132731616671091	0.000132731616671091	0.000132731616671091	0	0	0.000132731616671091	0.000132731616671091	0.000663658083355455	0.000530926466684364	0.00212370586673746	0.000663658083355455	0.00132731616671091	0.00119458455003982	0.000530926466684364	0.000530926466684364	0.000398194850013273	0
1637.5	0	0.000132731616671091	0.000265463233342182	0	0.000663658083355455	0.000265463233342182	0.000929121316697637	0.000796389700026546	0.000265463233342182	0.000265463233342182	0.000265463233342182	0.000265463233342182	0	0.000132731616671091	0	0	0	0	0.000132731616671091	0	0.000265463233342182	0.000796389700026546	0.000265463233342182	0.00159277940005309	0.00411468011680382	0.000929121316697637	0.00132731616671091	0.000530926466684364	0.000132731616671091	0.000663658083355455	0.000663658083355455	0
1662.5	0	0	0.000265463233342182	0.000265463233342182	0	0.000398194850013273	0.000796389700026546	0.000530926466684364	0	0.000265463233342182	0	0.000530926466684364	0.000132731616671091	0.000132731616671091	0	0.000132731616671091	0.000132731616671091	0	0.000265463233342182	0.000265463233342182	0.000265463233342182	0.000796389700026546	0.000530926466684364	0.000796389700026546	0.00185824263339527	0.000398194850013273	0.000398194850013273	0.000132731616671091	0	0.000132731616671091	0.000796389700026546	0
1687.5	0	0	0	0.000663658083355455	0	0.000530926466684364	0.000663658083355455	0.000265463233342182	0.000132731616671091	0.000265463233342182	0.000398194850013273	0.000265463233342182	0.000132731616671091	0.000398194850013273	0.000132731616671091	0	0	0	0.000132731616671091	0.000265463233342182	0.000398194850013273	0.001460047783382	0.00225643748340855	0.00159277940005309	0.00119458455003982	0.000132731616671091	0.000929121316697637	0.000663658083355455	0.000132731616671091	0.00225643748340855	0.000929121316697637	0
1712.5	0	0.000132731616671091	0.000132731616671091	0.000132731616671091	0.000132731616671091	0.000132731616671091	0.000265463233342182	0.000132731616671091	0.000398194850013273	0.000796389700026546	0.00106185293336873	0.000265463233342182	0.000132731616671091	0.000132731616671091	0.000132731616671091	0	0	0.000265463233342182	0	0.000132731616671091	0.00106185293336873	0.00106185293336873	0.00199097425006637	0.00252190071675073	0.000663658083355455	0.000398194850013273	0.000398194850013273	0.000530926466684364	0.00199097425006637	0.00199097425006637	0.000132731616671091	0
1737.5	0	0	0	0.000398194850013273	0.000398194850013273	0.000663658083355455	0.000398194850013273	0.000132731616671091	0.000398194850013273	0.000530926466684364	0.00132731616671091	0.000796389700026546	0.000663658083355455	0.000265463233342182	0.000265463233342182	0.000265463233342182	0	0	0.000132731616671091	0.000663658083355455	0.000398194850013273	0.000929121316697637	0.00185824263339527	0.00132731616671091	0.000663658083355455	0.000132731616671091	0.000132731616671091	0.00132731616671091	0.00477833820015928	0.00132731616671091	0.000132731616671091	0
1762.5	0	0	0.000132731616671091	0	0.000796389700026546	0.000398194850013273	0.000398194850013273	0.000530926466684364	0.000132731616671091	0.000398194850013273	0.000796389700026546	0.000929121316697637	0.000796389700026546	0.000929121316697637	0.000398194850013273	0	0.000265463233342182	0.000132731616671091	0.000398194850013273	0	0.000530926466684364	0.000265463233342182	0.000796389700026546	0.000796389700026546	0.000132731616671091	0.000265463233342182	0.00119458455003982	0.00318555880010619	0.00384921688346164	0.00119458455003982	0.000132731616671091	0
1787.5	0	0	0	0.000132731616671091	0	0.000265463233342182	0.000265463233342182	0.000132731616671091	0.000398194850013273	0	0	0.000530926466684364	0.000663658083355455	0.000132731616671091	0.000530926466684364	0.000663658083355455	0.000132731616671091	0	0.000265463233342182	0.000530926466684364	0.000265463233342182	0.000265463233342182	0.000663658083355455	0.000398194850013273	0.000265463233342182	0	0.000265463233342182	0.00106185293336873	0.00119458455003982	0	0	0
1812.5	0	0	0	0	0	0.000132731616671091	0.000132731616671091	0.000265463233342182	0.000265463233342182	0.000265463233342182	0.000398194850013273	0.000398194850013273	0.000265463233342182	0.000132731616671091	0.000398194850013273	0.000398194850013273	0.000265463233342182	0.000132731616671091	0.000132731616671091	0.000132731616671091	0.000265463233342182	0.000398194850013273	0.000398194850013273	0.000265463233342182	0.000398194850013273	0	0.000132731616671091	0.000265463233342182	0.000530926466684364	0.000132731616671091	0	0
1837.5	0	0	0	0	0	0.000132731616671091	0.000265463233342182	0.000132731616671091	0.000530926466684364	0	0.000132731616671091	0.000398194850013273	0	0.000132731616671091	0.000530926466684364	0.000265463233342182	0.000132731616671091	0	0.000663658083355455	0.000398194850013273	0.000265463233342182	0	0.000530926466684364	0.000132731616671091	0.000132731616671091	0	0	0	0.000132731616671091	0	0	0
1862.5	0	0	0	0	0	0.000265463233342182	0.000132731616671091	0.000132731616671091	0.000265463233342182	0.000530926466684364	0.000132731616671091	0.000265463233342182	0.000132731616671091	0.000265463233342182	0.000398194850013273	0.000132731616671091	0.000265463233342182	0.000265463233342182	0.000398194850013273	0.000398194850013273	0.000530926466684364	0.000265463233342182	0.000663658083355455	0.000398194850013273	0.000265463233342182	0.000132731616671091	0	0	0	0	0	0
1887.5	0	0	0	0	0	0.000265463233342182	0.000132731616671091	0.000265463233342182	0.00106185293336873	0.000530926466684364	0.000265463233342182	0.000398194850013273	0.000530926466684364	0.000398194850013273	0.000398194850013273	0.000929121316697637	0.000132731616671091	0.000132731616671091	0.000398194850013273	0.000265463233342182	0.000663658083355455	0.000398194850013273	0.000265463233342182	0	0.000132731616671091	0	0	0	0	0	0	0
1912.5	0	0	0	0	0	0	0.000265463233342182	0.000929121316697637	0.000796389700026546	0.000663658083355455	0.000663658083355455	0.000265463233342182	0.000398194850013273	0.000398194850013273	0.000265463233342182	0.000132731616671091	0.000132731616671091	0.000398194850013273	0.000663658083355455	0.000265463233342182	0.000132731616671091	0.000398194850013273	0.000265463233342182	0	0	0	0	0	0	0	0	0
1937.5	0	0	0	0	0	0	0	0	0.000530926466684364	0.000132731616671091	0.000265463233342182	0.000398194850013273	0.000796389700026546	0.000398194850013273	0.000663658083355455	0.000663658083355455	0.000398194850013273	0.000398194850013273	0.000530926466684364	0.00106185293336873	0.000265463233342182	0.000398194850013273	0	0.000132731616671091	0.000132731616671091	0	0	0.000265463233342182	0	0	0	0
1962.5	0	0	0	0	0	0	0	0	0	0	0.000132731616671091	0.000530926466684364	0.000663658083355455	0.00119458455003982	0.000398194850013273	0.000398194850013273	0.000663658083355455	0.000530926466684364	0.000265463233342182	0.000132731616671091	0.000663658083355455	0.000265463233342182	0.000132731616671091	0.000398194850013273	0	0.000132731616671091	0.000132731616671091	0.000132731616671091	0	0	0	0
1987.5	0	0	0	0	0	0	0	0	0	0	0	0	0.000265463233342182	0.000398194850013273	0.000265463233342182	0.000265463233342182	0.000265463233342182	0.000530926466684364	0.000398194850013273	0.000132731616671091	0.000132731616671091	0.000132731616671091	0.000265463233342182	0.000132731616671091	0	0.000398194850013273	0.000398194850013273	0	0	0	0	0
